Locus tag, RefSeq protein ID, Gene, Length, Observed, Expected, Multiplicity, -log10(P)
B4U62_RS19435, WP_010886627.1, , 526.0, 15, 0.10, 20.48, 62.5239
B4U62_RS09375, WP_003245436.1, , 358.7, 13, 0.07, 26.02, 57.5188
B4U62_RS01025, WP_003234986.1, , 1199.0, 10, 0.23, 5.99, 30.0927
B4U62_RS02515, WP_003246542.1, , 406.7, 10, 0.08, 17.65, 40.7675
B4U62_RS14040, WP_003246092.1, , 3689.3, 7, 0.70, 1.36, 11.6152
B4U62_RS19425, WP_003242882.1, , 1004.7, 7, 0.19, 5.00, 20.2765
B4U62_RS04815, WP_003233541.1, , 275.0, 6, 0.05, 15.67, 24.3276
B4U62_RS01080, WP_003234966.1, , 668.7, 5, 0.13, 5.37, 15.2034
B4U62_RS02075, WP_003246558.1, , 585.7, 5, 0.11, 6.13, 15.8529
B4U62_RS09525, WP_003245299.1, , 628.3, 5, 0.12, 5.71, 15.5086
B4U62_RS12450, WP_003230542.1, , 612.7, 5, 0.12, 5.86, 15.6319
B4U62_RS12455, WP_004399008.1, ypdA, 865.7, 5, 0.16, 4.15, 13.9435
B4U62_RS01745, WP_003234715.1, , 880.7, 4, 0.17, 3.26, 10.4582
B4U62_RS02760, , , 167.0, 4, 0.03, 17.20, 17.0009
B4U62_RS03535, WP_003234045.1, , 2055.0, 4, 0.39, 1.40, 7.24598
B4U62_RS04070, WP_003233803.1, , 383.7, 4, 0.07, 7.49, 13.7063
B4U62_RS05280, WP_003244874.1, , 1220.0, 4, 0.23, 2.35, 9.20597
B4U62_RS06330, WP_003232957.1, , 1401.3, 4, 0.27, 2.05, 8.67913
B4U62_RS08200, WP_003232245.1, , 1464.7, 4, 0.28, 1.96, 8.51169
B4U62_RS17475, WP_003242525.1, , 1097.7, 4, 0.21, 2.62, 9.61004
B4U62_RS20770, WP_003243034.1, , 1604.3, 4, 0.31, 1.79, 8.16857
B4U62_RS10025, WP_004399251.1, , 792.7, 3, 0.15, 2.72, 7.58015
B4U62_RS16990, WP_009968069.1, , 898.7, 3, 0.17, 2.40, 7.21863
B4U62_RS19670, WP_003227757.1, , 1026.0, 3, 0.20, 2.10, 6.8392
B4U62_RS19700, WP_003227749.1, , 394.0, 3, 0.07, 5.47, 9.62088
B4U62_RS20445, WP_003242519.1, , 722.3, 3, 0.14, 2.98, 7.84919
B4U62_RS20870, WP_003244194.1, , 769.7, 3, 0.15, 2.80, 7.66522
B4U62_RS21625, WP_003226972.1, fdhA, 999.3, 3, 0.19, 2.16, 6.91454
